1/26 10:4:55, 0.0 PSI
1/26 20:32:39, 4.6 PSI
1/26 20:32:42, 4.6 PSI
1/26 20:32:45, 4.7 PSI
1/26 20:32:49, 4.6 PSI
1/26 20:32:52, 4.6 PSI
1/26 20:32:55, 4.6 PSI
1/26 20:32:58, 4.7 PSI
1/26 20:33:1, 4.7 PSI
1/26 20:33:5, 4.5 PSI
1/26 20:33:8, 4.6 PSI
1/26 20:33:11, 4.5 PSI
1/26 20:33:14, 4.5 PSI
1/26 20:33:17, 4.6 PSI
1/26 20:33:21, 4.5 PSI
1/26 20:33:24, 4.4 PSI
1/26 20:33:27, 4.5 PSI
1/26 20:33:30, 4.4 PSI
1/26 20:33:33, 4.5 PSI
1/26 20:33:37, 4.5 PSI
1/26 20:33:40, 4.5 PSI
1/26 20:33:43, 4.5 PSI
1/26 20:33:46, 4.4 PSI
1/26 20:33:49, 4.4 PSI
1/26 20:33:53, 4.5 PSI
1/26 20:33:56, 4.4 PSI
1/26 20:33:59, 8.5 PSI
1/26 20:34:2, 7.4 PSI
1/26 20:34:5, 7.0 PSI
1/26 20:34:9, 7.0 PSI
1/26 20:34:12, 7.1 PSI
1/26 20:34:15, 7.1 PSI
1/26 20:34:18, 7.1 PSI
1/26 20:34:21, 7.1 PSI
1/26 20:34:25, 7.2 PSI
1/26 20:34:28, 7.2 PSI
1/26 20:34:31, 7.2 PSI
1/26 20:34:34, 7.2 PSI
1/26 20:34:37, 7.3 PSI
1/26 20:34:40, 7.2 PSI
1/26 20:34:44, 7.3 PSI
1/26 20:34:47, 7.3 PSI
1/26 20:34:50, 7.3 PSI
1/26 20:34:53, 7.3 PSI
1/26 20:34:56, 7.3 PSI
1/26 20:35:0, 7.3 PSI
1/26 20:35:3, 7.3 PSI
1/26 20:35:6, 7.3 PSI
1/26 20:35:9, 7.3 PSI
1/26 20:35:13, 7.3 PSI
1/26 20:35:16, 7.3 PSI
1/26 20:35:19, 7.2 PSI
1/26 20:35:22, 7.2 PSI
1/26 20:35:25, 7.6 PSI
1/26 20:35:29, 7.3 PSI
1/26 20:35:32, 7.3 PSI
1/26 20:35:35, 7.3 PSI
1/26 20:35:38, 7.3 PSI
1/26 20:35:41, 7.3 PSI
1/26 20:35:45, 7.3 PSI
1/26 20:35:48, 7.3 PSI
1/26 20:35:51, 7.3 PSI
1/26 20:35:54, 7.3 PSI
1/26 20:35:57, 7.3 PSI
1/26 20:36:1, 7.3 PSI
1/26 20:36:4, 7.3 PSI
1/26 20:36:7, 7.3 PSI
1/26 20:36:10, 7.3 PSI
1/26 20:36:13, 7.3 PSI
1/26 20:36:16, 7.3 PSI
1/26 20:36:20, 7.3 PSI
1/26 20:36:23, 7.3 PSI
1/26 20:36:26, 7.3 PSI
1/26 20:36:29, 7.3 PSI
1/26 20:36:32, 7.3 PSI
1/26 20:36:36, 7.5 PSI
1/26 20:36:39, 7.5 PSI
1/26 20:36:42, 7.4 PSI
1/26 20:36:45, 7.3 PSI
1/26 20:36:48, 7.3 PSI
1/26 20:36:52, 7.3 PSI
1/26 20:36:55, 7.3 PSI
1/26 20:36:58, 7.3 PSI
1/26 20:37:1, 7.3 PSI
1/26 20:37:4, 7.3 PSI
1/26 20:37:8, 7.3 PSI
1/26 20:37:11, 7.3 PSI
1/26 20:37:14, 7.3 PSI
1/26 20:37:17, 7.3 PSI
1/26 20:37:20, 7.3 PSI
1/26 20:37:23, 7.3 PSI
1/26 20:37:27, 7.3 PSI
1/26 20:37:30, 7.2 PSI
1/26 20:37:33, 7.2 PSI
1/26 20:37:36, 7.4 PSI
1/26 20:37:39, 7.3 PSI
1/26 20:37:43, 7.6 PSI
1/26 20:37:46, 7.4 PSI
1/26 20:37:49, 7.3 PSI
1/26 20:37:52, 7.3 PSI
1/26 20:37:55, 7.3 PSI
1/26 20:37:59, 7.3 PSI
1/26 20:38:2, 7.2 PSI
1/26 20:38:5, 7.2 PSI
1/26 20:38:8, 7.1 PSI
1/26 20:38:11, 7.1 PSI
1/26 20:38:15, 7.1 PSI
1/26 20:38:18, 7.0 PSI
1/26 20:38:21, 7.0 PSI
1/26 20:38:24, 7.0 PSI
1/26 20:38:27, 7.3 PSI
1/26 20:38:30, 7.1 PSI
1/26 20:38:34, 7.0 PSI
1/26 20:38:37, 7.1 PSI
1/26 20:38:40, 7.1 PSI
1/26 20:38:43, 7.0 PSI
1/26 20:38:46, 7.0 PSI
1/26 20:38:50, 7.0 PSI
1/26 20:38:53, 7.0 PSI
1/26 20:38:56, 7.0 PSI
1/26 20:38:59, 7.0 PSI
1/26 20:39:2, 7.0 PSI
1/26 20:39:6, 7.3 PSI
1/26 20:39:9, 7.1 PSI
1/26 20:39:12, 7.0 PSI
1/26 20:39:15, 7.0 PSI
1/26 20:39:18, 7.0 PSI
1/26 20:39:22, 7.1 PSI
1/26 20:39:25, 7.1 PSI
1/26 20:39:28, 7.1 PSI
1/26 20:39:31, 7.5 PSI
1/26 20:39:34, 7.3 PSI
1/26 20:39:37, 7.1 PSI
1/26 20:39:41, 7.3 PSI
1/26 20:39:44, 7.3 PSI
1/26 20:39:47, 7.3 PSI
1/26 20:39:50, 7.3 PSI
1/26 20:39:53, 7.3 PSI
1/26 20:39:57, 7.3 PSI
1/26 20:40:0, 7.4 PSI
1/26 20:40:3, 7.4 PSI
1/26 20:40:6, 7.4 PSI
1/26 20:40:9, 7.4 PSI
1/26 20:40:13, 7.5 PSI
1/26 20:40:16, 7.5 PSI
1/26 20:40:19, 7.5 PSI
1/26 20:40:22, 7.5 PSI
1/26 20:40:25, 7.5 PSI
1/26 20:40:29, 7.5 PSI
1/26 20:40:32, 6.7 PSI
1/26 20:40:35, 5.6 PSI
1/26 20:40:38, 5.5 PSI
1/26 20:40:41, 5.6 PSI
1/26 20:40:45, 5.6 PSI
1/26 20:40:48, 5.5 PSI
1/26 20:40:51, 5.6 PSI
1/26 20:40:54, 5.5 PSI
1/26 20:40:57, 5.6 PSI
1/26 20:41:1, 5.5 PSI
1/26 20:41:4, 5.6 PSI
1/26 20:41:7, 5.6 PSI
1/26 20:41:10, 5.6 PSI
1/26 20:41:13, 5.6 PSI
1/26 20:41:17, 5.6 PSI
1/26 20:41:20, 5.6 PSI
1/26 20:41:23, 5.6 PSI
1/26 20:41:26, 5.6 PSI
1/26 20:41:29, 5.6 PSI
1/26 20:41:32, 5.6 PSI
1/26 20:41:36, 5.5 PSI
1/26 20:41:39, 5.6 PSI
1/26 20:41:42, 5.6 PSI
1/26 20:41:45, 5.6 PSI
1/26 20:41:48, 5.6 PSI
1/26 20:41:52, 5.6 PSI
1/26 20:41:55, 5.6 PSI
1/26 20:41:58, 5.6 PSI
1/26 20:42:1, 5.6 PSI
1/26 20:42:5, 5.6 PSI
1/26 20:42:8, 5.5 PSI
1/26 20:42:11, 5.4 PSI
1/26 20:42:14, 5.4 PSI
1/26 20:42:17, 5.5 PSI
1/26 20:42:21, 5.5 PSI
1/26 20:42:24, 5.5 PSI
1/26 20:42:27, 5.5 PSI
1/26 20:42:30, 5.6 PSI
1/26 20:42:33, 5.4 PSI
1/26 20:42:37, 5.4 PSI
1/26 20:42:40, 5.4 PSI
1/26 20:42:43, 5.4 PSI
1/26 20:42:46, 5.3 PSI
1/26 20:42:49, 5.3 PSI
1/26 20:42:53, 5.3 PSI
1/26 20:42:56, 5.3 PSI
1/26 20:42:59, 5.1 PSI
1/26 20:43:2, 5.3 PSI
1/26 20:43:5, 5.2 PSI
1/26 20:43:8, 5.2 PSI
1/26 20:43:12, 5.3 PSI
1/26 20:43:15, 5.2 PSI
1/26 20:43:18, 5.3 PSI
1/26 20:43:21, 5.2 PSI
1/26 20:43:24, 5.3 PSI
1/26 20:43:28, 5.2 PSI
1/26 20:43:31, 5.3 PSI
1/26 20:43:34, 5.3 PSI
1/26 20:43:37, 5.3 PSI
1/26 20:43:40, 5.2 PSI
1/26 20:43:44, 5.3 PSI
1/26 20:43:47, 5.3 PSI
1/26 20:43:50, 5.2 PSI
1/26 20:43:53, 5.3 PSI
1/26 20:43:56, 5.3 PSI
1/26 20:44:0, 5.6 PSI
1/26 20:44:3, 7.8 PSI
1/26 20:44:6, 7.4 PSI
1/26 20:44:9, 6.8 PSI
1/26 20:44:12, 7.0 PSI
1/26 20:44:15, 6.9 PSI
1/26 20:44:19, 7.4 PSI
1/26 20:44:22, 7.6 PSI
1/26 20:44:25, 7.4 PSI
1/26 20:44:28, 7.4 PSI
1/26 20:44:31, 7.4 PSI
1/26 20:44:35, 7.5 PSI
1/26 20:44:38, 7.5 PSI
1/26 20:44:41, 7.5 PSI
1/26 20:44:44, 7.5 PSI
1/26 20:44:47, 7.4 PSI
1/26 20:44:51, 7.5 PSI
1/26 20:44:54, 7.5 PSI
1/26 20:44:57, 7.5 PSI
1/26 20:45:0, 7.5 PSI
1/26 20:45:3, 7.8 PSI
1/26 20:45:7, 7.6 PSI
1/26 20:45:10, 7.6 PSI
1/26 20:45:13, 7.6 PSI
1/26 20:45:16, 7.6 PSI
1/26 20:45:19, 7.6 PSI
1/26 20:45:22, 7.6 PSI
1/26 20:45:26, 7.6 PSI
1/26 20:45:29, 7.6 PSI
1/26 20:45:32, 7.5 PSI
1/26 20:45:35, 7.8 PSI
1/26 20:45:38, 7.6 PSI
1/26 20:45:42, 7.6 PSI
1/26 20:45:45, 7.5 PSI
1/26 20:45:48, 7.5 PSI
1/26 20:45:51, 7.8 PSI
1/26 20:45:54, 7.6 PSI
1/26 20:45:58, 7.6 PSI
1/26 20:46:1, 7.6 PSI
1/26 20:46:4, 7.6 PSI
1/26 20:46:7, 7.6 PSI
1/26 20:46:10, 7.6 PSI
1/26 20:46:14, 7.5 PSI
1/26 20:46:17, 7.4 PSI
1/26 20:46:20, 7.4 PSI
1/26 20:46:23, 7.6 PSI
1/26 20:46:26, 7.6 PSI
1/26 20:46:29, 7.5 PSI
1/26 20:46:33, 7.8 PSI
1/26 20:46:36, 7.6 PSI
1/26 20:46:39, 7.6 PSI
1/26 20:46:42, 7.5 PSI
1/26 20:46:45, 7.6 PSI
1/26 20:46:49, 7.6 PSI
1/26 20:46:52, 7.6 PSI
1/26 20:46:55, 7.6 PSI
1/26 20:46:58, 7.6 PSI
1/26 20:47:2, 7.6 PSI
1/26 20:47:5, 7.6 PSI
1/26 20:47:8, 7.7 PSI
1/26 20:47:11, 7.7 PSI
1/26 20:47:14, 7.7 PSI
1/26 20:47:18, 7.8 PSI
1/26 20:47:21, 7.8 PSI
1/26 20:47:24, 7.8 PSI
1/26 20:47:27, 7.8 PSI
1/26 20:47:30, 7.9 PSI
1/26 20:47:34, 7.9 PSI
1/26 20:47:37, 7.9 PSI
1/26 20:47:40, 8.0 PSI
1/26 20:47:43, 7.9 PSI
1/26 20:47:46, 8.0 PSI
1/26 20:47:50, 8.1 PSI
1/26 20:47:53, 8.1 PSI
1/26 20:47:56, 8.1 PSI
1/26 20:47:59, 8.1 PSI
1/26 20:48:2, 8.1 PSI
1/26 20:48:5, 8.1 PSI
1/26 20:48:9, 8.1 PSI
1/26 20:48:12, 8.1 PSI
1/26 20:48:15, 8.1 PSI
1/26 20:48:18, 8.2 PSI
1/26 20:48:21, 8.1 PSI
1/26 20:48:25, 8.2 PSI
1/26 20:48:28, 8.2 PSI
1/26 20:48:31, 8.2 PSI
1/26 20:48:34, 8.2 PSI
1/26 20:48:37, 8.2 PSI
1/26 20:48:41, 8.2 PSI
1/26 20:48:44, 8.2 PSI
1/26 20:48:47, 8.2 PSI
1/26 20:48:50, 8.2 PSI
1/26 20:48:53, 8.2 PSI
1/26 20:48:57, 8.1 PSI
1/26 20:49:0, 8.1 PSI
1/26 20:49:3, 8.0 PSI
1/26 20:49:6, 7.9 PSI
1/26 20:49:10, 7.8 PSI
1/26 20:49:13, 7.8 PSI
1/26 20:49:16, 7.8 PSI
1/26 20:49:19, 7.8 PSI
1/26 20:49:22, 7.8 PSI
1/26 20:49:26, 7.8 PSI
1/26 20:49:29, 7.8 PSI
1/26 20:49:32, 7.8 PSI
1/26 20:49:35, 7.8 PSI
1/26 20:49:38, 7.8 PSI
1/26 20:49:41, 7.8 PSI
1/26 20:49:45, 7.8 PSI
1/26 20:49:48, 7.8 PSI
1/26 20:49:51, 7.8 PSI
1/26 20:49:54, 7.8 PSI
1/26 20:49:57, 7.9 PSI
1/26 20:50:1, 8.0 PSI
1/26 20:50:4, 8.1 PSI
1/26 20:50:7, 8.1 PSI
1/26 20:50:10, 8.1 PSI
1/26 20:50:13, 8.1 PSI
1/26 20:50:17, 8.2 PSI
1/26 20:50:20, 8.2 PSI
1/26 20:50:23, 8.3 PSI
1/26 20:50:26, 8.3 PSI
1/26 20:50:29, 8.3 PSI
1/26 20:50:33, 8.4 PSI
1/26 20:50:36, 8.4 PSI
1/26 20:50:39, 8.4 PSI
1/26 20:50:42, 8.4 PSI
1/26 20:50:45, 8.4 PSI
1/26 20:50:49, 8.4 PSI
1/26 20:50:52, 8.4 PSI
1/26 20:50:55, 8.5 PSI
1/26 20:50:58, 8.4 PSI
1/26 20:51:1, 8.5 PSI
1/26 20:51:4, 8.5 PSI
1/26 20:51:8, 8.6 PSI
1/26 20:51:11, 8.5 PSI
1/26 20:51:14, 8.6 PSI
1/26 20:51:17, 8.7 PSI
1/26 20:51:20, 8.7 PSI
1/26 20:51:24, 8.7 PSI
1/26 20:51:27, 8.7 PSI
1/26 20:51:30, 8.8 PSI
1/26 20:51:33, 8.8 PSI
1/26 20:51:36, 8.9 PSI
1/26 20:51:40, 8.9 PSI
1/26 20:51:43, 8.9 PSI
1/26 20:51:46, 8.9 PSI
1/26 20:51:49, 8.9 PSI
1/26 20:51:52, 8.9 PSI
1/26 20:51:56, 8.9 PSI
1/26 20:51:59, 9.0 PSI
1/26 20:52:2, 9.0 PSI
1/26 20:52:5, 9.0 PSI
1/26 20:52:8, 9.0 PSI
1/26 20:52:11, 9.1 PSI
1/26 20:52:15, 9.1 PSI
1/26 20:52:18, 9.1 PSI
1/26 20:52:21, 9.1 PSI
1/26 20:52:24, 9.1 PSI
1/26 20:52:27, 9.1 PSI
1/26 20:52:31, 9.1 PSI
1/26 20:52:34, 9.1 PSI
1/26 20:52:37, 9.2 PSI
1/26 20:52:40, 9.3 PSI
1/26 20:52:43, 9.3 PSI
1/26 20:52:47, 9.4 PSI
1/26 20:52:50, 9.5 PSI
1/26 20:52:53, 9.5 PSI
1/26 20:52:56, 9.6 PSI
1/26 20:52:59, 9.6 PSI
1/26 20:53:3, 9.7 PSI
1/26 20:53:6, 9.8 PSI
1/26 20:53:9, 9.8 PSI
1/26 20:53:12, 9.8 PSI
1/26 20:53:15, 9.8 PSI
1/26 20:53:18, 9.9 PSI
1/26 20:53:22, 9.9 PSI
1/26 20:53:25,10.0 PSI
1/26 20:53:28,10.0 PSI
1/26 20:53:31,10.1 PSI
1/26 20:53:35,10.0 PSI
1/26 20:53:38,10.1 PSI
1/26 20:53:41,10.1 PSI
1/26 20:53:44,10.1 PSI
1/26 20:53:47,10.1 PSI
1/26 20:53:51,10.2 PSI
1/26 20:53:54,10.1 PSI
1/26 20:53:57,10.1 PSI
1/26 20:54:0,10.2 PSI
1/26 20:54:3,10.2 PSI
1/26 20:54:6,10.2 PSI
1/26 20:54:10,10.3 PSI
1/26 20:54:13,10.3 PSI
1/26 20:54:16,10.3 PSI
1/26 20:54:19,10.3 PSI
1/26 20:54:22,10.4 PSI
1/26 20:54:26,10.4 PSI
1/26 20:54:29,10.4 PSI
1/26 20:54:32,10.4 PSI
1/26 20:54:35,10.4 PSI
1/26 20:54:38,10.4 PSI
1/26 20:54:42,10.4 PSI
1/26 20:54:45,10.4 PSI
1/26 20:54:48,10.4 PSI
1/26 20:54:51,10.4 PSI
1/26 20:54:54,10.4 PSI
1/26 20:54:58,10.4 PSI
1/26 20:55:1,10.4 PSI
1/26 20:55:4,10.4 PSI
1/26 20:55:7,10.4 PSI
1/26 20:55:10,10.3 PSI
1/26 20:55:13,10.3 PSI
1/26 20:55:17,10.3 PSI
1/26 20:55:20,10.2 PSI
1/26 20:55:23,10.2 PSI
1/26 20:55:26,10.2 PSI
1/26 20:55:29,10.2 PSI
1/26 20:55:33,10.1 PSI
1/26 20:55:36,10.1 PSI
1/26 20:55:39,10.1 PSI
1/26 20:55:42,10.1 PSI
1/26 20:55:45,10.2 PSI
1/26 20:55:49,10.2 PSI
1/26 20:55:52,10.1 PSI
1/26 20:55:55,10.1 PSI
1/26 20:55:58,10.1 PSI
1/26 20:56:2,10.1 PSI
1/26 20:56:5,10.1 PSI
1/26 20:56:8,10.1 PSI
1/26 20:56:11,10.1 PSI
1/26 20:56:14,10.1 PSI
1/26 20:56:18,10.0 PSI
1/26 20:56:21,10.0 PSI
1/26 20:56:24,10.0 PSI
1/26 20:56:27,10.0 PSI
1/26 20:56:30,10.0 PSI
1/26 20:56:34,10.1 PSI
1/26 20:56:37,10.0 PSI
1/26 20:56:40,10.0 PSI
1/26 20:56:43,10.1 PSI
1/26 20:56:46,10.1 PSI
1/26 20:56:49,10.1 PSI
1/26 20:56:53,10.1 PSI
1/26 20:56:56,10.1 PSI
1/26 20:56:59,10.1 PSI
1/26 20:57:2,10.1 PSI
1/26 20:57:5,10.1 PSI
1/26 20:57:9,10.1 PSI
1/26 20:57:12,10.1 PSI
1/26 20:57:15,10.1 PSI
1/26 20:57:18,10.4 PSI
1/26 20:57:21,10.4 PSI
1/26 20:57:25,10.4 PSI
1/26 20:57:28,10.4 PSI
1/26 20:57:31,10.4 PSI
1/26 20:57:34,10.4 PSI
1/26 20:57:37,10.3 PSI
1/26 20:57:41,10.2 PSI
1/26 20:57:44,10.2 PSI
1/26 20:57:47,10.1 PSI
1/26 20:57:50,10.1 PSI
1/26 20:57:53,10.1 PSI
1/26 20:57:57,10.1 PSI
1/26 20:58:0,10.1 PSI
1/26 20:58:3,10.2 PSI
1/26 20:58:6,10.2 PSI
1/26 20:58:9,10.1 PSI
1/26 20:58:12,10.2 PSI
1/26 20:58:16,10.2 PSI
1/26 20:58:19,10.2 PSI
1/26 20:58:22,10.1 PSI
1/26 20:58:25,10.1 PSI
1/26 20:58:28,10.2 PSI
1/26 20:58:32,10.2 PSI
1/26 20:58:35,10.3 PSI
1/26 20:58:38,10.3 PSI
1/26 20:58:41,10.3 PSI
1/26 20:58:44,10.4 PSI
1/26 20:58:48,10.4 PSI
1/26 20:58:51,10.4 PSI
1/26 20:58:54,10.3 PSI
1/26 20:58:57,10.2 PSI
1/26 20:59:0,10.1 PSI
1/26 20:59:4,10.3 PSI
1/26 20:59:7,10.3 PSI
1/26 20:59:10,10.3 PSI
1/26 20:59:13,10.3 PSI
1/26 20:59:16,10.4 PSI
1/26 20:59:19,10.4 PSI
1/26 20:59:23,10.3 PSI
1/26 20:59:26,10.3 PSI
1/26 20:59:29,10.3 PSI
1/26 20:59:32,10.3 PSI
1/26 20:59:35,10.3 PSI
1/26 20:59:39,10.4 PSI
1/26 20:59:42,10.3 PSI
1/26 20:59:45,10.3 PSI
1/26 20:59:48,10.3 PSI
1/26 20:59:51,10.3 PSI
1/26 20:59:55,10.4 PSI
1/26 20:59:58,10.4 PSI
1/26 21:0:1,10.4 PSI
1/26 21:0:4,10.4 PSI
1/26 21:0:7,10.4 PSI
1/26 21:0:11,10.4 PSI
1/26 21:0:14,10.4 PSI
1/26 21:0:17,10.4 PSI
1/26 21:0:20,10.4 PSI
1/26 21:0:23,10.4 PSI
1/26 21:0:27,10.4 PSI
1/26 21:0:30,10.4 PSI
1/26 21:0:33,10.4 PSI
1/26 21:0:36,10.4 PSI
1/26 21:0:39,10.4 PSI
1/26 21:0:43,10.4 PSI
1/26 21:0:46,10.4 PSI
1/26 21:0:49,10.4 PSI
1/26 21:0:52,10.4 PSI
1/26 21:0:55,10.4 PSI
1/26 21:0:58,10.4 PSI
1/26 21:1:2,10.4 PSI
1/26 21:1:5,10.4 PSI
1/26 21:1:8,10.4 PSI
1/26 21:1:11,10.4 PSI
1/26 21:1:14,10.4 PSI
1/26 21:1:18,10.4 PSI
1/26 21:1:21,10.4 PSI
1/26 21:1:24,10.4 PSI
1/26 21:1:27,10.4 PSI
1/26 21:1:30,10.4 PSI
1/26 21:1:34,10.4 PSI
1/26 21:1:37,10.4 PSI
1/26 21:1:40,10.4 PSI
1/26 21:1:43,10.4 PSI
1/26 21:1:46,10.3 PSI
1/26 21:1:50,10.3 PSI
1/26 21:1:53,10.3 PSI
1/26 21:1:56,10.3 PSI
1/26 21:1:59,10.3 PSI
1/26 21:2:2,10.3 PSI
1/26 21:2:5,10.2 PSI
1/26 21:2:9,10.2 PSI
1/26 21:2:12,10.1 PSI
1/26 21:2:15,10.1 PSI
1/26 21:2:18,10.1 PSI
1/26 21:2:21,10.1 PSI
1/26 21:2:25,10.2 PSI
1/26 21:2:28,10.2 PSI
1/26 21:2:31,10.2 PSI
1/26 21:2:34,10.2 PSI
1/26 21:2:37,10.3 PSI
1/26 21:2:41,10.3 PSI
1/26 21:2:44,10.3 PSI
1/26 21:2:47,10.3 PSI
1/26 21:2:50,10.4 PSI
1/26 21:2:54,10.4 PSI
1/26 21:2:57,10.4 PSI
1/26 21:3:0,10.4 PSI
1/26 21:3:3,10.4 PSI
1/26 21:3:6,10.4 PSI
1/26 21:3:10,10.4 PSI
1/26 21:3:13,10.5 PSI
1/26 21:3:16,10.5 PSI
1/26 21:3:19,10.5 PSI
1/26 21:3:22,10.5 PSI
1/26 21:3:25,10.5 PSI
1/26 21:3:29,10.5 PSI
1/26 21:3:32,10.5 PSI
1/26 21:3:35,10.5 PSI
1/26 21:3:38,10.5 PSI
1/26 21:3:41,10.6 PSI
1/26 21:3:45,10.6 PSI
1/26 21:3:48,10.6 PSI
1/26 21:3:51,10.6 PSI
1/26 21:3:54,10.6 PSI
1/26 21:3:57,10.7 PSI
1/26 21:4:1,10.7 PSI
1/26 21:4:4,10.6 PSI
1/26 21:4:7,10.6 PSI
1/26 21:4:10,10.6 PSI
1/26 21:4:13,10.6 PSI
1/26 21:4:17,10.7 PSI
1/26 21:4:20,10.7 PSI
1/26 21:4:23,10.7 PSI
1/26 21:4:26,10.7 PSI
1/26 21:4:29,10.7 PSI
1/26 21:4:32,10.7 PSI
1/26 21:4:36,10.7 PSI
1/26 21:4:39,10.7 PSI
1/26 21:4:42,10.7 PSI
1/26 21:4:45,10.7 PSI
1/26 21:4:48,10.7 PSI
1/26 21:4:52,10.7 PSI
1/26 21:4:55,10.7 PSI
1/26 21:4:58,10.7 PSI
1/26 21:5:1,10.7 PSI
1/26 21:5:4,10.7 PSI
1/26 21:5:8,10.7 PSI
1/26 21:5:11,10.7 PSI
1/26 21:5:14,10.7 PSI
1/26 21:5:17,10.7 PSI
1/26 21:5:20,10.7 PSI
1/26 21:5:24,10.7 PSI
1/26 21:5:27,10.7 PSI
1/26 21:5:30,10.7 PSI
1/26 21:5:33,10.7 PSI
1/26 21:5:36,10.6 PSI
1/26 21:5:39,10.6 PSI
1/26 21:5:43,10.6 PSI
1/26 21:5:46,10.6 PSI
1/26 21:5:49,10.6 PSI
1/26 21:5:52,10.7 PSI
1/26 21:5:55,10.6 PSI
1/26 21:5:59,10.7 PSI
1/26 21:6:2,10.6 PSI
1/26 21:6:5,10.6 PSI
1/26 21:6:8,10.7 PSI
1/26 21:6:11,10.6 PSI
1/26 21:6:15,10.7 PSI
1/26 21:6:18,10.6 PSI
1/26 21:6:21,10.6 PSI
1/26 21:6:24,10.7 PSI
1/26 21:6:27,10.7 PSI
1/26 21:6:31,10.8 PSI
1/26 21:6:34,10.8 PSI
1/26 21:6:37,10.8 PSI
1/26 21:6:40,10.9 PSI
1/26 21:6:43,10.8 PSI
1/26 21:6:47,10.8 PSI
1/26 21:6:50,10.7 PSI
1/26 21:6:53,10.7 PSI
1/26 21:6:56,10.7 PSI
1/26 21:6:59,10.8 PSI
1/26 21:7:3,10.9 PSI
1/26 21:7:6,10.9 PSI
1/26 21:7:9,10.9 PSI
1/26 21:7:12,10.9 PSI
1/26 21:7:15,10.9 PSI
1/26 21:7:18,10.9 PSI
1/26 21:7:22,10.9 PSI
1/26 21:7:25,11.0 PSI
1/26 21:7:28,11.0 PSI
1/26 21:7:31,11.0 PSI
1/26 21:7:34,11.0 PSI
1/26 21:7:38,11.0 PSI
1/26 21:7:41,11.0 PSI
1/26 21:7:44,11.0 PSI
1/26 21:7:47,11.1 PSI
1/26 21:7:50,11.2 PSI
1/26 21:7:54,11.3 PSI
1/26 21:7:57,11.3 PSI
1/26 21:8:0,11.3 PSI
1/26 21:8:3,11.3 PSI
1/26 21:8:6,11.3 PSI
1/26 21:8:10,11.4 PSI
1/26 21:8:13,11.4 PSI
1/26 21:8:16,11.5 PSI
1/26 21:8:19,11.5 PSI
1/26 21:8:22,11.5 PSI
1/26 21:8:26,11.5 PSI
1/26 21:8:29,11.5 PSI
1/26 21:8:32,11.6 PSI
1/26 21:8:35,11.5 PSI
1/26 21:8:38,11.5 PSI
1/26 21:8:41,11.5 PSI
1/26 21:8:45,11.5 PSI
1/26 21:8:48,11.5 PSI
1/26 21:8:51,11.5 PSI
1/26 21:8:54,11.5 PSI
1/26 21:8:57,11.7 PSI
1/26 21:9:1,11.7 PSI
1/26 21:9:4,11.8 PSI
1/26 21:9:7,11.8 PSI
1/26 21:9:10,11.8 PSI
1/26 21:9:13,11.8 PSI
1/26 21:9:17,11.9 PSI
1/26 21:9:20,11.8 PSI
1/26 21:9:23,11.9 PSI
1/26 21:9:26,12.0 PSI
1/26 21:9:29,12.0 PSI
1/26 21:9:33,12.0 PSI
1/26 21:9:36,12.0 PSI
1/26 21:9:39,12.1 PSI
1/26 21:9:42,12.1 PSI
1/26 21:9:45,12.1 PSI
1/26 21:9:49,11.9 PSI
1/26 21:9:52,11.9 PSI
1/26 21:9:55,11.9 PSI
1/26 21:9:58,11.9 PSI
1/26 21:10:2,11.9 PSI
1/26 21:10:5,12.0 PSI
1/26 21:10:8,11.9 PSI
1/26 21:10:11,11.9 PSI
1/26 21:10:14,11.9 PSI
1/26 21:10:18,12.0 PSI
1/26 21:10:21,11.9 PSI
1/26 21:10:24,12.0 PSI
1/26 21:10:27,11.9 PSI
1/26 21:10:30,11.9 PSI
1/26 21:10:34,11.9 PSI
1/26 21:10:37,11.9 PSI
1/26 21:10:40,12.0 PSI
1/26 21:10:43,11.9 PSI
1/26 21:10:46,11.9 PSI
1/26 21:10:50,12.0 PSI
1/26 21:10:53,11.9 PSI
1/26 21:10:56,11.9 PSI
1/26 21:10:59,11.9 PSI
1/26 21:11:2,11.9 PSI
1/26 21:11:6,11.9 PSI
1/26 21:11:9,11.9 PSI
1/26 21:11:12,12.0 PSI
1/26 21:11:15,12.0 PSI
1/26 21:11:18,12.1 PSI
1/26 21:11:21,12.1 PSI
1/26 21:11:25,12.1 PSI
1/26 21:11:28,12.2 PSI
1/26 21:11:31,12.2 PSI
1/26 21:11:34,12.2 PSI
1/26 21:11:37,12.3 PSI
1/26 21:11:41,12.3 PSI
1/26 21:11:44,12.3 PSI
1/26 21:11:47,12.3 PSI
1/26 21:11:50,12.4 PSI
1/26 21:11:53,12.4 PSI
1/26 21:11:57,12.4 PSI
1/26 21:12:0,12.5 PSI
1/26 21:12:3,12.5 PSI
1/26 21:12:6,12.6 PSI
1/26 21:12:9,12.6 PSI
1/26 21:12:13,12.6 PSI
1/26 21:12:16,12.5 PSI
1/26 21:12:19,12.6 PSI
1/26 21:12:22,12.6 PSI
1/26 21:12:25,12.6 PSI
1/26 21:12:29,12.6 PSI
1/26 21:12:32,12.6 PSI
1/26 21:12:35,12.6 PSI
1/26 21:12:38,12.8 PSI
1/26 21:12:41,12.7 PSI
1/26 21:12:45,12.7 PSI
1/26 21:12:48,12.6 PSI
